Lines/Markers	Lines/Markers	X	X
JHI-Hv50k-2016-17893	JHI-Hv50k-2016-17893	1H	35726810
JHI-Hv50k-2016-17894	JHI-Hv50k-2016-17894	1H	35727080
JHI-Hv50k-2016-17895	JHI-Hv50k-2016-17895	1H	35727088
JHI-Hv50k-2016-17896	JHI-Hv50k-2016-17896	1H	35727318
JHI-Hv50k-2016-178963	JHI-Hv50k-2016-178963	3H	420817559
JHI-Hv50k-2016-178977	JHI-Hv50k-2016-178977	3H	421030860
JHI-Hv50k-2016-17898	JHI-Hv50k-2016-17898	1H	35727509
JHI-Hv50k-2016-178998	JHI-Hv50k-2016-178998	3H	421512922
JHI-Hv50k-2016-17900	JHI-Hv50k-2016-17900	1H	35728018
JHI-Hv50k-2016-17901	JHI-Hv50k-2016-17901	1H	35728332
JHI-Hv50k-2016-179014	JHI-Hv50k-2016-179014	3H	421526452
JHI-Hv50k-2016-17902	JHI-Hv50k-2016-17902	1H	35728427
JHI-Hv50k-2016-17903	JHI-Hv50k-2016-17903	1H	35728672
JHI-Hv50k-2016-17904	JHI-Hv50k-2016-17904	1H	35728944
JHI-Hv50k-2016-17905	JHI-Hv50k-2016-17905	1H	35728954
JHI-Hv50k-2016-179054	JHI-Hv50k-2016-179054	3H	421999910
JHI-Hv50k-2016-17906	JHI-Hv50k-2016-17906	1H	35729093
JHI-Hv50k-2016-17907	JHI-Hv50k-2016-17907	1H	35729187
JHI-Hv50k-2016-179110	JHI-Hv50k-2016-179110	3H	422489351
JHI-Hv50k-2016-179124	JHI-Hv50k-2016-179124	3H	423020232
JHI-Hv50k-2016-179129	JHI-Hv50k-2016-179129	3H	423091982
JHI-Hv50k-2016-179145	JHI-Hv50k-2016-179145	3H	423194620
JHI-Hv50k-2016-179148	JHI-Hv50k-2016-179148	3H	423195980
JHI-Hv50k-2016-179171	JHI-Hv50k-2016-179171	3H	423282622
JHI-Hv50k-2016-179187	JHI-Hv50k-2016-179187	3H	423371309
JHI-Hv50k-2016-179226	JHI-Hv50k-2016-179226	3H	423657618
JHI-Hv50k-2016-17926	JHI-Hv50k-2016-17926	1H	35971057
JHI-Hv50k-2016-179285	JHI-Hv50k-2016-179285	3H	424071432
JHI-Hv50k-2016-179297	JHI-Hv50k-2016-179297	3H	424130666
JHI-Hv50k-2016-179333	JHI-Hv50k-2016-179333	3H	424401972
JHI-Hv50k-2016-179354	JHI-Hv50k-2016-179354	3H	424466041
JHI-Hv50k-2016-179386	JHI-Hv50k-2016-179386	3H	424671382
JHI-Hv50k-2016-179426	JHI-Hv50k-2016-179426	3H	424845692
JHI-Hv50k-2016-179532	JHI-Hv50k-2016-179532	3H	425908172
JHI-Hv50k-2016-179551	JHI-Hv50k-2016-179551	3H	426111205
JHI-Hv50k-2016-179560	JHI-Hv50k-2016-179560	3H	426621855
JHI-Hv50k-2016-179564	JHI-Hv50k-2016-179564	3H	426885433
JHI-Hv50k-2016-179573	JHI-Hv50k-2016-179573	3H	426902161
JHI-Hv50k-2016-179576	JHI-Hv50k-2016-179576	3H	426903601
JHI-Hv50k-2016-179615	JHI-Hv50k-2016-179615	3H	427551982
JHI-Hv50k-2016-17965	JHI-Hv50k-2016-17965	1H	36073867
JHI-Hv50k-2016-179657	JHI-Hv50k-2016-179657	3H	428090065
JHI-Hv50k-2016-17966	JHI-Hv50k-2016-17966	1H	36074373
JHI-Hv50k-2016-17967	JHI-Hv50k-2016-17967	1H	36074648
JHI-Hv50k-2016-179690	JHI-Hv50k-2016-179690	3H	428370730
JHI-Hv50k-2016-179700	JHI-Hv50k-2016-179700	3H	428563846
JHI-Hv50k-2016-179726	JHI-Hv50k-2016-179726	3H	429177647
JHI-Hv50k-2016-179730	JHI-Hv50k-2016-179730	3H	429452987
JHI-Hv50k-2016-179736	JHI-Hv50k-2016-179736	3H	429905408
JHI-Hv50k-2016-179741	JHI-Hv50k-2016-179741	3H	430790477
JHI-Hv50k-2016-179746	JHI-Hv50k-2016-179746	3H	430796901
JHI-Hv50k-2016-179748	JHI-Hv50k-2016-179748	3H	431181312
JHI-Hv50k-2016-179757	JHI-Hv50k-2016-179757	3H	431385478
JHI-Hv50k-2016-179830	JHI-Hv50k-2016-179830	3H	432116889
JHI-Hv50k-2016-179835	JHI-Hv50k-2016-179835	3H	432156692
JHI-Hv50k-2016-179845	JHI-Hv50k-2016-179845	3H	432935875
JHI-Hv50k-2016-179849	JHI-Hv50k-2016-179849	3H	432948585
JHI-Hv50k-2016-179903	JHI-Hv50k-2016-179903	3H	434104475
JHI-Hv50k-2016-179926	JHI-Hv50k-2016-179926	3H	434388591
JHI-Hv50k-2016-17993	JHI-Hv50k-2016-17993	1H	36170507
JHI-Hv50k-2016-17996	JHI-Hv50k-2016-17996	1H	36172031
JHI-Hv50k-2016-179962	JHI-Hv50k-2016-179962	3H	435390257
JHI-Hv50k-2016-179986	JHI-Hv50k-2016-179986	3H	435526004
JHI-Hv50k-2016-179995	JHI-Hv50k-2016-179995	3H	435884302
JHI-Hv50k-2016-180	JHI-Hv50k-2016-180	1H	263584
JHI-Hv50k-2016-180022	JHI-Hv50k-2016-180022	3H	435979048
JHI-Hv50k-2016-180029	JHI-Hv50k-2016-180029	3H	436618221
JHI-Hv50k-2016-180055	JHI-Hv50k-2016-180055	3H	437235827
JHI-Hv50k-2016-18006	JHI-Hv50k-2016-18006	1H	36439765
JHI-Hv50k-2016-180129	JHI-Hv50k-2016-180129	3H	438235214
JHI-Hv50k-2016-180131	JHI-Hv50k-2016-180131	3H	438338740
JHI-Hv50k-2016-180139	JHI-Hv50k-2016-180139	3H	438365625
JHI-Hv50k-2016-180171	JHI-Hv50k-2016-180171	3H	439326038
JHI-Hv50k-2016-180173	JHI-Hv50k-2016-180173	3H	439335043
JHI-Hv50k-2016-180207	JHI-Hv50k-2016-180207	3H	439869707
JHI-Hv50k-2016-180228	JHI-Hv50k-2016-180228	3H	439878767
JHI-Hv50k-2016-180255	JHI-Hv50k-2016-180255	3H	440011284
JHI-Hv50k-2016-180264	JHI-Hv50k-2016-180264	3H	440013421
JHI-Hv50k-2016-18027	JHI-Hv50k-2016-18027	1H	36450777
JHI-Hv50k-2016-180274	JHI-Hv50k-2016-180274	3H	440562984
JHI-Hv50k-2016-180310	JHI-Hv50k-2016-180310	3H	441086489
JHI-Hv50k-2016-18032	JHI-Hv50k-2016-18032	1H	36455926
JHI-Hv50k-2016-180321	JHI-Hv50k-2016-180321	3H	441093342
JHI-Hv50k-2016-180350	JHI-Hv50k-2016-180350	3H	441453510
JHI-Hv50k-2016-18039	JHI-Hv50k-2016-18039	1H	36457092
JHI-Hv50k-2016-18042	JHI-Hv50k-2016-18042	1H	36457358
JHI-Hv50k-2016-18043	JHI-Hv50k-2016-18043	1H	36457484
JHI-Hv50k-2016-180443	JHI-Hv50k-2016-180443	3H	442155692
JHI-Hv50k-2016-180452	JHI-Hv50k-2016-180452	3H	442172598
JHI-Hv50k-2016-180457	JHI-Hv50k-2016-180457	3H	442288203
JHI-Hv50k-2016-180473	JHI-Hv50k-2016-180473	3H	442444721
JHI-Hv50k-2016-180486	JHI-Hv50k-2016-180486	3H	442564821
JHI-Hv50k-2016-180521	JHI-Hv50k-2016-180521	3H	442864141
JHI-Hv50k-2016-180582	JHI-Hv50k-2016-180582	3H	443657955
JHI-Hv50k-2016-180598	JHI-Hv50k-2016-180598	3H	444128949
JHI-Hv50k-2016-180623	JHI-Hv50k-2016-180623	3H	444738369
JHI-Hv50k-2016-180630	JHI-Hv50k-2016-180630	3H	444743836
JHI-Hv50k-2016-18068	JHI-Hv50k-2016-18068	1H	36739223
JHI-Hv50k-2016-180711	JHI-Hv50k-2016-180711	3H	445401463
JHI-Hv50k-2016-180770	JHI-Hv50k-2016-180770	3H	445920038
JHI-Hv50k-2016-180771	JHI-Hv50k-2016-180771	3H	445920283
JHI-Hv50k-2016-180822	JHI-Hv50k-2016-180822	3H	445931595
JHI-Hv50k-2016-180857	JHI-Hv50k-2016-180857	3H	446058505
JHI-Hv50k-2016-180888	JHI-Hv50k-2016-180888	3H	446231241
JHI-Hv50k-2016-180968	JHI-Hv50k-2016-180968	3H	446918438
JHI-Hv50k-2016-180989	JHI-Hv50k-2016-180989	3H	447066298
JHI-Hv50k-2016-181001	JHI-Hv50k-2016-181001	3H	447238525
JHI-Hv50k-2016-181037	JHI-Hv50k-2016-181037	3H	447515945
JHI-Hv50k-2016-181066	JHI-Hv50k-2016-181066	3H	448559430
JHI-Hv50k-2016-181103	JHI-Hv50k-2016-181103	3H	449089411
JHI-Hv50k-2016-181117	JHI-Hv50k-2016-181117	3H	449665313
JHI-Hv50k-2016-181132	JHI-Hv50k-2016-181132	3H	450707205
JHI-Hv50k-2016-181136	JHI-Hv50k-2016-181136	3H	450708314
JHI-Hv50k-2016-181138	JHI-Hv50k-2016-181138	3H	450889118
JHI-Hv50k-2016-181142	JHI-Hv50k-2016-181142	3H	451374137
JHI-Hv50k-2016-181165	JHI-Hv50k-2016-181165	3H	451941641
JHI-Hv50k-2016-181182	JHI-Hv50k-2016-181182	3H	452341148
JHI-Hv50k-2016-181207	JHI-Hv50k-2016-181207	3H	452688930
JHI-Hv50k-2016-181208	JHI-Hv50k-2016-181208	3H	452690476
JHI-Hv50k-2016-181211	JHI-Hv50k-2016-181211	3H	452750871
JHI-Hv50k-2016-181260	JHI-Hv50k-2016-181260	3H	453799862
JHI-Hv50k-2016-181273	JHI-Hv50k-2016-181273	3H	454048722
JHI-Hv50k-2016-181291	JHI-Hv50k-2016-181291	3H	454409261
JHI-Hv50k-2016-181307	JHI-Hv50k-2016-181307	3H	454651321
JHI-Hv50k-2016-181314	JHI-Hv50k-2016-181314	3H	454709874
JHI-Hv50k-2016-18132	JHI-Hv50k-2016-18132	1H	36948211
JHI-Hv50k-2016-181322	JHI-Hv50k-2016-181322	3H	455071084
JHI-Hv50k-2016-18133	JHI-Hv50k-2016-18133	1H	36948325
JHI-Hv50k-2016-18134	JHI-Hv50k-2016-18134	1H	36948337
JHI-Hv50k-2016-181346	JHI-Hv50k-2016-181346	3H	456199167
JHI-Hv50k-2016-18136	JHI-Hv50k-2016-18136	1H	36948682
JHI-Hv50k-2016-18138	JHI-Hv50k-2016-18138	1H	36948781
JHI-Hv50k-2016-18139	JHI-Hv50k-2016-18139	1H	36948994
JHI-Hv50k-2016-18141	JHI-Hv50k-2016-18141	1H	36949091
JHI-Hv50k-2016-181417	JHI-Hv50k-2016-181417	3H	457549527
JHI-Hv50k-2016-18142	JHI-Hv50k-2016-18142	1H	36949094
JHI-Hv50k-2016-181420	JHI-Hv50k-2016-181420	3H	457635745
JHI-Hv50k-2016-181426	JHI-Hv50k-2016-181426	3H	457705313
JHI-Hv50k-2016-18146	JHI-Hv50k-2016-18146	1H	36949668
JHI-Hv50k-2016-181460	JHI-Hv50k-2016-181460	3H	458003852
JHI-Hv50k-2016-181474	JHI-Hv50k-2016-181474	3H	458374402
JHI-Hv50k-2016-18148	JHI-Hv50k-2016-18148	1H	36950017
JHI-Hv50k-2016-18149	JHI-Hv50k-2016-18149	1H	36950290
JHI-Hv50k-2016-181492	JHI-Hv50k-2016-181492	3H	458582777
JHI-Hv50k-2016-181515	JHI-Hv50k-2016-181515	3H	460315832
JHI-Hv50k-2016-181519	JHI-Hv50k-2016-181519	3H	460558439
JHI-Hv50k-2016-181528	JHI-Hv50k-2016-181528	3H	460706083
JHI-Hv50k-2016-18153	JHI-Hv50k-2016-18153	1H	37120920
JHI-Hv50k-2016-181539	JHI-Hv50k-2016-181539	3H	460765532
JHI-Hv50k-2016-181543	JHI-Hv50k-2016-181543	3H	461250790
JHI-Hv50k-2016-181558	JHI-Hv50k-2016-181558	3H	461387050
JHI-Hv50k-2016-181565	JHI-Hv50k-2016-181565	3H	461391490
JHI-Hv50k-2016-181566	JHI-Hv50k-2016-181566	3H	461391809
JHI-Hv50k-2016-18158	JHI-Hv50k-2016-18158	1H	37121216
JHI-Hv50k-2016-18159	JHI-Hv50k-2016-18159	1H	37121276
JHI-Hv50k-2016-18160	JHI-Hv50k-2016-18160	1H	37121657
JHI-Hv50k-2016-181622	JHI-Hv50k-2016-181622	3H	461617718
JHI-Hv50k-2016-18163	JHI-Hv50k-2016-18163	1H	37164507
JHI-Hv50k-2016-18164	JHI-Hv50k-2016-18164	1H	37164706
JHI-Hv50k-2016-181655	JHI-Hv50k-2016-181655	3H	461712927
JHI-Hv50k-2016-181673	JHI-Hv50k-2016-181673	3H	461804225
JHI-Hv50k-2016-181680	JHI-Hv50k-2016-181680	3H	461806167
JHI-Hv50k-2016-181725	JHI-Hv50k-2016-181725	3H	463229838
JHI-Hv50k-2016-181744	JHI-Hv50k-2016-181744	3H	463294278
JHI-Hv50k-2016-181788	JHI-Hv50k-2016-181788	3H	463920175
JHI-Hv50k-2016-18180	JHI-Hv50k-2016-18180	1H	37166019
JHI-Hv50k-2016-181826	JHI-Hv50k-2016-181826	3H	464088569
JHI-Hv50k-2016-181844	JHI-Hv50k-2016-181844	3H	464543260
JHI-Hv50k-2016-181872	JHI-Hv50k-2016-181872	3H	464905159
JHI-Hv50k-2016-18188	JHI-Hv50k-2016-18188	1H	37317897
JHI-Hv50k-2016-18189	JHI-Hv50k-2016-18189	1H	37318958
JHI-Hv50k-2016-181896	JHI-Hv50k-2016-181896	3H	465070490
JHI-Hv50k-2016-181939	JHI-Hv50k-2016-181939	3H	466273410
JHI-Hv50k-2016-181976	JHI-Hv50k-2016-181976	3H	466276146
JHI-Hv50k-2016-182004	JHI-Hv50k-2016-182004	3H	466705713
JHI-Hv50k-2016-182034	JHI-Hv50k-2016-182034	3H	466868595
JHI-Hv50k-2016-182047	JHI-Hv50k-2016-182047	3H	467040326
JHI-Hv50k-2016-18206	JHI-Hv50k-2016-18206	1H	37376167
JHI-Hv50k-2016-182075	JHI-Hv50k-2016-182075	3H	467089094
JHI-Hv50k-2016-182081	JHI-Hv50k-2016-182081	3H	467238190
JHI-Hv50k-2016-182089	JHI-Hv50k-2016-182089	3H	467718881
JHI-Hv50k-2016-18209	JHI-Hv50k-2016-18209	1H	37377299
JHI-Hv50k-2016-182093	JHI-Hv50k-2016-182093	3H	467889815
JHI-Hv50k-2016-182094	JHI-Hv50k-2016-182094	3H	467889912
JHI-Hv50k-2016-18211	JHI-Hv50k-2016-18211	1H	37377514
JHI-Hv50k-2016-182127	JHI-Hv50k-2016-182127	3H	468274082
JHI-Hv50k-2016-182132	JHI-Hv50k-2016-182132	3H	468798522
JHI-Hv50k-2016-18214	JHI-Hv50k-2016-18214	1H	37379517
JHI-Hv50k-2016-18221	JHI-Hv50k-2016-18221	1H	37604622
JHI-Hv50k-2016-182212	JHI-Hv50k-2016-182212	3H	469774989
JHI-Hv50k-2016-182218	JHI-Hv50k-2016-182218	3H	469778876
JHI-Hv50k-2016-182232	JHI-Hv50k-2016-182232	3H	470325801
JHI-Hv50k-2016-182237	JHI-Hv50k-2016-182237	3H	470330782
JHI-Hv50k-2016-182240	JHI-Hv50k-2016-182240	3H	470479957
JHI-Hv50k-2016-182258	JHI-Hv50k-2016-182258	3H	470545553
JHI-Hv50k-2016-182267	JHI-Hv50k-2016-182267	3H	470812606
JHI-Hv50k-2016-182274	JHI-Hv50k-2016-182274	3H	470817086
JHI-Hv50k-2016-182278	JHI-Hv50k-2016-182278	3H	471571864
JHI-Hv50k-2016-182340	JHI-Hv50k-2016-182340	3H	472718401
JHI-Hv50k-2016-182361	JHI-Hv50k-2016-182361	3H	472842570
JHI-Hv50k-2016-182371	JHI-Hv50k-2016-182371	3H	472883083
JHI-Hv50k-2016-182387	JHI-Hv50k-2016-182387	3H	473173555
JHI-Hv50k-2016-18239	JHI-Hv50k-2016-18239	1H	37693816
JHI-Hv50k-2016-182396	JHI-Hv50k-2016-182396	3H	473228821
JHI-Hv50k-2016-182423	JHI-Hv50k-2016-182423	3H	474188905
JHI-Hv50k-2016-18243	JHI-Hv50k-2016-18243	1H	37696181
JHI-Hv50k-2016-182433	JHI-Hv50k-2016-182433	3H	474425171
JHI-Hv50k-2016-182436	JHI-Hv50k-2016-182436	3H	474829674
JHI-Hv50k-2016-182460	JHI-Hv50k-2016-182460	3H	475122949
JHI-Hv50k-2016-182481	JHI-Hv50k-2016-182481	3H	475323247
JHI-Hv50k-2016-182496	JHI-Hv50k-2016-182496	3H	475577305
JHI-Hv50k-2016-182511	JHI-Hv50k-2016-182511	3H	476139868
JHI-Hv50k-2016-182515	JHI-Hv50k-2016-182515	3H	476386324
JHI-Hv50k-2016-182543	JHI-Hv50k-2016-182543	3H	476719372
JHI-Hv50k-2016-182556	JHI-Hv50k-2016-182556	3H	476994152
JHI-Hv50k-2016-182557	JHI-Hv50k-2016-182557	3H	477051144
JHI-Hv50k-2016-182568	JHI-Hv50k-2016-182568	3H	477195413
JHI-Hv50k-2016-182571	JHI-Hv50k-2016-182571	3H	477403202
JHI-Hv50k-2016-182578	JHI-Hv50k-2016-182578	3H	477540967
JHI-Hv50k-2016-182582	JHI-Hv50k-2016-182582	3H	477739847
JHI-Hv50k-2016-182600	JHI-Hv50k-2016-182600	3H	477770111
JHI-Hv50k-2016-182649	JHI-Hv50k-2016-182649	3H	479845886
JHI-Hv50k-2016-182656	JHI-Hv50k-2016-182656	3H	479968116
JHI-Hv50k-2016-182669	JHI-Hv50k-2016-182669	3H	479981825
JHI-Hv50k-2016-182677	JHI-Hv50k-2016-182677	3H	480017141
JHI-Hv50k-2016-182687	JHI-Hv50k-2016-182687	3H	480992801
JHI-Hv50k-2016-182698	JHI-Hv50k-2016-182698	3H	481144982
JHI-Hv50k-2016-182700	JHI-Hv50k-2016-182700	3H	481145119
JHI-Hv50k-2016-182701	JHI-Hv50k-2016-182701	3H	481145212
JHI-Hv50k-2016-182720	JHI-Hv50k-2016-182720	3H	481480921
JHI-Hv50k-2016-182721	JHI-Hv50k-2016-182721	3H	481481102
JHI-Hv50k-2016-182723	JHI-Hv50k-2016-182723	3H	481481316
JHI-Hv50k-2016-182733	JHI-Hv50k-2016-182733	3H	481651087
JHI-Hv50k-2016-182741	JHI-Hv50k-2016-182741	3H	481658614
JHI-Hv50k-2016-182748	JHI-Hv50k-2016-182748	3H	481763868
JHI-Hv50k-2016-182759	JHI-Hv50k-2016-182759	3H	482168424
JHI-Hv50k-2016-182773	JHI-Hv50k-2016-182773	3H	482724785
JHI-Hv50k-2016-182780	JHI-Hv50k-2016-182780	3H	482731523
JHI-Hv50k-2016-182785	JHI-Hv50k-2016-182785	3H	482733260
JHI-Hv50k-2016-182790	JHI-Hv50k-2016-182790	3H	482885689
JHI-Hv50k-2016-182791	JHI-Hv50k-2016-182791	3H	482889072
JHI-Hv50k-2016-182795	JHI-Hv50k-2016-182795	3H	482928450
JHI-Hv50k-2016-182801	JHI-Hv50k-2016-182801	3H	483295580
JHI-Hv50k-2016-182803	JHI-Hv50k-2016-182803	3H	483298307
JHI-Hv50k-2016-182807	JHI-Hv50k-2016-182807	3H	483533250
JHI-Hv50k-2016-182808	JHI-Hv50k-2016-182808	3H	483533259
JHI-Hv50k-2016-182809	JHI-Hv50k-2016-182809	3H	483533366
JHI-Hv50k-2016-182810	JHI-Hv50k-2016-182810	3H	483533459
JHI-Hv50k-2016-182815	JHI-Hv50k-2016-182815	3H	483898173
JHI-Hv50k-2016-182817	JHI-Hv50k-2016-182817	3H	483898337
JHI-Hv50k-2016-182819	JHI-Hv50k-2016-182819	3H	483898723
JHI-Hv50k-2016-182823	JHI-Hv50k-2016-182823	3H	483899390
JHI-Hv50k-2016-182826	JHI-Hv50k-2016-182826	3H	483899640
JHI-Hv50k-2016-182827	JHI-Hv50k-2016-182827	3H	483900219
JHI-Hv50k-2016-182833	JHI-Hv50k-2016-182833	3H	483902387
JHI-Hv50k-2016-182842	JHI-Hv50k-2016-182842	3H	484104029
JHI-Hv50k-2016-182848	JHI-Hv50k-2016-182848	3H	484363433
JHI-Hv50k-2016-182849	JHI-Hv50k-2016-182849	3H	484363828
JHI-Hv50k-2016-182850	JHI-Hv50k-2016-182850	3H	484363936
JHI-Hv50k-2016-182851	JHI-Hv50k-2016-182851	3H	484373333
JHI-Hv50k-2016-182852	JHI-Hv50k-2016-182852	3H	484558233
JHI-Hv50k-2016-182861	JHI-Hv50k-2016-182861	3H	484907164
JHI-Hv50k-2016-182867	JHI-Hv50k-2016-182867	3H	484913068
JHI-Hv50k-2016-182940	JHI-Hv50k-2016-182940	3H	485566329
JHI-Hv50k-2016-182942	JHI-Hv50k-2016-182942	3H	485568030
JHI-Hv50k-2016-182952	JHI-Hv50k-2016-182952	3H	485950532
JHI-Hv50k-2016-182968	JHI-Hv50k-2016-182968	3H	486905733
JHI-Hv50k-2016-18297	JHI-Hv50k-2016-18297	1H	37993462
JHI-Hv50k-2016-182971	JHI-Hv50k-2016-182971	3H	486906519
JHI-Hv50k-2016-182974	JHI-Hv50k-2016-182974	3H	486907470
JHI-Hv50k-2016-182983	JHI-Hv50k-2016-182983	3H	487067233
JHI-Hv50k-2016-182984	JHI-Hv50k-2016-182984	3H	487068899
JHI-Hv50k-2016-182990	JHI-Hv50k-2016-182990	3H	487260577
JHI-Hv50k-2016-182998	JHI-Hv50k-2016-182998	3H	487315557
JHI-Hv50k-2016-182999	JHI-Hv50k-2016-182999	3H	487316143
JHI-Hv50k-2016-183011	JHI-Hv50k-2016-183011	3H	487378898
JHI-Hv50k-2016-183012	JHI-Hv50k-2016-183012	3H	487379153
JHI-Hv50k-2016-183014	JHI-Hv50k-2016-183014	3H	487380061
JHI-Hv50k-2016-183028	JHI-Hv50k-2016-183028	3H	487517028
JHI-Hv50k-2016-183034	JHI-Hv50k-2016-183034	3H	487524023
JHI-Hv50k-2016-183041	JHI-Hv50k-2016-183041	3H	487527283
JHI-Hv50k-2016-183071	JHI-Hv50k-2016-183071	3H	489114915
JHI-Hv50k-2016-183072	JHI-Hv50k-2016-183072	3H	489394052
JHI-Hv50k-2016-183077	JHI-Hv50k-2016-183077	3H	489630898
JHI-Hv50k-2016-183080	JHI-Hv50k-2016-183080	3H	489633087
JHI-Hv50k-2016-183100	JHI-Hv50k-2016-183100	3H	489665420
JHI-Hv50k-2016-183134	JHI-Hv50k-2016-183134	3H	489990141
JHI-Hv50k-2016-183135	JHI-Hv50k-2016-183135	3H	489990299
JHI-Hv50k-2016-183140	JHI-Hv50k-2016-183140	3H	489991660
JHI-Hv50k-2016-183207	JHI-Hv50k-2016-183207	3H	490244247
JHI-Hv50k-2016-183215	JHI-Hv50k-2016-183215	3H	490246041
JHI-Hv50k-2016-183234	JHI-Hv50k-2016-183234	3H	490253069
JHI-Hv50k-2016-183275	JHI-Hv50k-2016-183275	3H	490789380
JHI-Hv50k-2016-183280	JHI-Hv50k-2016-183280	3H	490789756
JHI-Hv50k-2016-183282	JHI-Hv50k-2016-183282	3H	490789945
JHI-Hv50k-2016-183290	JHI-Hv50k-2016-183290	3H	490790203
JHI-Hv50k-2016-183299	JHI-Hv50k-2016-183299	3H	490790740
JHI-Hv50k-2016-183300	JHI-Hv50k-2016-183300	3H	490790880
JHI-Hv50k-2016-183351	JHI-Hv50k-2016-183351	3H	490798579
JHI-Hv50k-2016-18338	JHI-Hv50k-2016-18338	1H	38537270
JHI-Hv50k-2016-183418	JHI-Hv50k-2016-183418	3H	491037303
JHI-Hv50k-2016-183433	JHI-Hv50k-2016-183433	3H	491084467
JHI-Hv50k-2016-183435	JHI-Hv50k-2016-183435	3H	491086859
JHI-Hv50k-2016-183445	JHI-Hv50k-2016-183445	3H	491349821
JHI-Hv50k-2016-183463	JHI-Hv50k-2016-183463	3H	491373166
JHI-Hv50k-2016-183478	JHI-Hv50k-2016-183478	3H	491381651
JHI-Hv50k-2016-183480	JHI-Hv50k-2016-183480	3H	491428837
JHI-Hv50k-2016-183498	JHI-Hv50k-2016-183498	3H	491432778
JHI-Hv50k-2016-183507	JHI-Hv50k-2016-183507	3H	491486203
JHI-Hv50k-2016-183513	JHI-Hv50k-2016-183513	3H	491849317
JHI-Hv50k-2016-183515	JHI-Hv50k-2016-183515	3H	491849583
JHI-Hv50k-2016-183520	JHI-Hv50k-2016-183520	3H	491894638
JHI-Hv50k-2016-183528	JHI-Hv50k-2016-183528	3H	492160978
JHI-Hv50k-2016-18354	JHI-Hv50k-2016-18354	1H	38544637
JHI-Hv50k-2016-183553	JHI-Hv50k-2016-183553	3H	492773583
JHI-Hv50k-2016-183585	JHI-Hv50k-2016-183585	3H	493083869
JHI-Hv50k-2016-18360	JHI-Hv50k-2016-18360	1H	38547142
JHI-Hv50k-2016-183646	JHI-Hv50k-2016-183646	3H	493214011
JHI-Hv50k-2016-183652	JHI-Hv50k-2016-183652	3H	493266835
JHI-Hv50k-2016-183664	JHI-Hv50k-2016-183664	3H	493559427
JHI-Hv50k-2016-183676	JHI-Hv50k-2016-183676	3H	493563002
JHI-Hv50k-2016-183689	JHI-Hv50k-2016-183689	3H	493727933
JHI-Hv50k-2016-183693	JHI-Hv50k-2016-183693	3H	493843952
JHI-Hv50k-2016-183720	JHI-Hv50k-2016-183720	3H	494197328
JHI-Hv50k-2016-183724	JHI-Hv50k-2016-183724	3H	494198317
JHI-Hv50k-2016-18373	JHI-Hv50k-2016-18373	1H	38710671
JHI-Hv50k-2016-183739	JHI-Hv50k-2016-183739	3H	494377144
JHI-Hv50k-2016-183740	JHI-Hv50k-2016-183740	3H	494377200
JHI-Hv50k-2016-183748	JHI-Hv50k-2016-183748	3H	494625268
JHI-Hv50k-2016-183749	JHI-Hv50k-2016-183749	3H	494626991
JHI-Hv50k-2016-183751	JHI-Hv50k-2016-183751	3H	494627341
JHI-Hv50k-2016-183788	JHI-Hv50k-2016-183788	3H	494783257
JHI-Hv50k-2016-183789	JHI-Hv50k-2016-183789	3H	494783562
JHI-Hv50k-2016-183790	JHI-Hv50k-2016-183790	3H	494783566
JHI-Hv50k-2016-183791	JHI-Hv50k-2016-183791	3H	494783757
JHI-Hv50k-2016-183797	JHI-Hv50k-2016-183797	3H	494973194
JHI-Hv50k-2016-18380	JHI-Hv50k-2016-18380	1H	38768761
JHI-Hv50k-2016-18381	JHI-Hv50k-2016-18381	1H	38768908
JHI-Hv50k-2016-18382	JHI-Hv50k-2016-18382	1H	38769152
JHI-Hv50k-2016-183824	JHI-Hv50k-2016-183824	3H	495136455
JHI-Hv50k-2016-183825	JHI-Hv50k-2016-183825	3H	495136773
JHI-Hv50k-2016-183827	JHI-Hv50k-2016-183827	3H	495137729
JHI-Hv50k-2016-183828	JHI-Hv50k-2016-183828	3H	495137786
JHI-Hv50k-2016-183830	JHI-Hv50k-2016-183830	3H	495139663
JHI-Hv50k-2016-183831	JHI-Hv50k-2016-183831	3H	495139792
JHI-Hv50k-2016-183832	JHI-Hv50k-2016-183832	3H	495140558
JHI-Hv50k-2016-183833	JHI-Hv50k-2016-183833	3H	495140677
JHI-Hv50k-2016-183834	JHI-Hv50k-2016-183834	3H	495141402
JHI-Hv50k-2016-183838	JHI-Hv50k-2016-183838	3H	495143419
JHI-Hv50k-2016-183840	JHI-Hv50k-2016-183840	3H	495149998
JHI-Hv50k-2016-183841	JHI-Hv50k-2016-183841	3H	495150371
JHI-Hv50k-2016-183845	JHI-Hv50k-2016-183845	3H	495151811
JHI-Hv50k-2016-18385	JHI-Hv50k-2016-18385	1H	38812600
JHI-Hv50k-2016-183853	JHI-Hv50k-2016-183853	3H	495547578
JHI-Hv50k-2016-18386	JHI-Hv50k-2016-18386	1H	38812884
JHI-Hv50k-2016-183887	JHI-Hv50k-2016-183887	3H	495918281
JHI-Hv50k-2016-183889	JHI-Hv50k-2016-183889	3H	495918556
JHI-Hv50k-2016-183896	JHI-Hv50k-2016-183896	3H	495920163
